,unique_id,0,1,2,3,4,5,6,7,8,9
26,24572,-9.825636,4.1464105,4.3928757,3.9501097,-4.2092047,-12.333071,-14.652537,23.77838,-1.4360465,4.809719
27,35734,6.4730067,-5.775872,-2.2249346,-1.8405224,-4.464604,1.1856182,9.597053,-1.4760242,1.3087741,-3.1054208
28,45300,-4.293653,-3.3468204,0.48016495,-3.1940167,1.9911748,3.150053,11.670607,-5.8185067,1.1333963,-2.1029837
29,21278,-6.3812146,0.69920903,5.9371505,13.606084,-9.408568,-0.84484947,-5.9592223,0.7279447,4.8673444,-4.6615343
30,27513,0.8667098,-4.387571,7.5676875,-2.6782017,-0.40723905,-7.480016,-1.2370125,-9.317359,17.71027,-1.2313602
31,21148,-0.63602436,-2.3515449,4.5206094,8.021788,-3.0640965,-6.0943737,-14.330844,15.518437,-5.614227,3.6450696
32,15727,0.78242075,2.7802193,-1.7387316,-1.7038563,-1.4374276,3.0865886,16.251314,-8.567402,-0.8111886,-10.6581335
33,1564,-16.407528,9.960377,-2.3290539,7.561082,-0.61603105,-5.390504,-15.387979,18.228119,-0.23461351,4.4702597
34,28455,-1.8647112,-7.2732134,-5.217486,3.715723,-0.100433685,10.708862,-5.4899464,1.6102426,-1.7757438,5.331486
35,32730,-11.529895,-6.6163383,0.18148537,24.158855,-8.038553,11.699774,0.8017111,-13.338279,3.826759,-2.850444
36,9942,-9.911007,16.400314,-5.6147985,-3.245968,3.4647062,-1.6458325,-1.3759557,2.5652227,0.5954758,-2.3468866
37,12304,-7.834007,-2.9321287,-3.2104263,2.1181757,0.75816405,1.9804184,-5.5544314,16.025646,-5.199067,2.237372
38,17527,-6.8165927,-14.207113,7.5648155,-2.5722134,-0.5221442,2.7257545,-6.492261,-9.534816,22.822449,3.181757
39,45964,3.0966206,-2.9267817,16.873781,1.271746,-7.406287,-6.2547064,-0.8945389,8.146808,-6.883134,-7.4399805
40,29797,-10.266129,4.5674686,3.2078242,4.535537,-4.273149,-8.350164,-13.843899,17.593868,0.22889796,5.920826
41,51093,-10.08148,-7.1749825,-5.147313,5.8464017,5.5435467,-3.5815334,-12.657102,5.3322253,3.6262867,19.931086
42,15413,-7.636555,-3.3854423,-7.152793,5.162191,4.2117505,-5.8148565,-11.6350155,9.292615,-0.08004865,18.315123
43,462,17.19544,-3.299139,-0.40206128,-5.075748,-2.1279416,-4.7459655,3.5615284,-0.65015244,-5.8749304,1.8308048
44,7487,-13.071692,3.246844,-7.5990953,-0.43598676,16.384827,1.7445494,-4.8494153,4.454524,1.5844882,-1.461535
45,17027,-6.3590617,-5.5471034,-0.63419133,-4.551717,1.3731111,10.021512,9.325632,-11.360058,16.65485,-9.7316265
46,56166,-7.642152,-1.154979,-8.643355,0.39446467,6.2776413,-1.8743086,-10.098742,6.5131044,-0.5741937,17.767715
47,47559,-10.683941,4.3984656,-0.9918489,6.929721,0.13071433,-3.9394555,-13.951058,15.14479,-1.0272428,3.2929947
48,55087,-12.55977,4.482668,-6.667335,0.6844382,14.692484,-0.20411374,-4.8966737,3.090925,0.45874527,0.8480416
49,21640,11.221741,-1.9225287,3.885037,-6.2578697,-0.10413561,-2.053072,7.4661574,-9.71363,1.2197117,-4.865234
50,14705,11.253696,-4.702218,-1.7496719,-3.3875344,-4.221396,4.6768603,7.36089,-1.5553122,-6.0668592,-1.8772516
51,53739,-5.6869206,-2.5056448,0.42068976,0.35611123,9.906313,-1.2095109,-6.9391537,1.0318267,-2.0687094,5.2681327
52,28661,-9.062815,6.8227987,-4.3056717,6.051917,0.38875893,-5.787132,-12.69999,15.531563,-1.8033001,4.259512
53,2426,-10.304617,12.364561,-4.4336824,0.49675834,3.8244073,-4.342784,-12.351176,9.66853,0.67009723,3.7245417
54,50012,-10.14853,-3.7374797,6.8975105,22.214098,-13.948997,-0.9323299,-6.6159453,2.6800635,3.7963073,-1.8504248
55,49941,-10.497024,15.142601,-3.68353,-2.3351934,3.4375777,-4.101522,-2.6610608,4.4395328,1.3226827,-1.7351329
56,57443,-6.515279,1.509829,-1.2456454,-5.5722146,20.981632,-5.2949424,-6.0605164,2.0807674,3.60135,-6.323135
57,13752,-9.283541,0.52825385,-5.1068215,3.6260972,3.3348794,5.4579206,-3.3460612,-5.165137,0.6841632,8.278528
58,30327,-16.956245,1.0332913,-7.3325167,-8.79583,22.89196,1.9562399,-1.1934903,6.7186885,-1.8930603,3.3015606
59,4860,-0.14127597,-3.712307,-1.5821584,5.1680036,-11.18134,-0.30738765,4.5095186,-0.91432863,10.161223,-3.9632568
60,32173,-7.2001324,2.7765427,5.2147164,7.6825075,-5.855702,-3.894791,-12.069111,12.518181,-1.0321397,1.2972448
61,46846,-10.626106,-4.130083,-1.1257675,-8.560335,20.340353,1.2359607,-4.5427723,5.942227,-2.879341,2.3392842
62,6480,-13.434431,1.0545001,18.897459,7.329834,-2.4824364,-4.7622075,-8.706339,5.941135,0.39689472,-3.0105333
63,34101,-11.181363,5.2600574,-0.69320756,-1.8914243,10.712776,-1.9315956,-9.446722,7.6183667,3.5262072,-4.7132463
64,47148,-13.919249,-5.3850946,-7.931748,5.4030457,8.230644,1.4919837,-13.306014,3.8596087,4.0308757,19.69618
65,9717,10.359586,-5.209844,-6.1463585,-1.0218927,1.0117041,11.5802145,7.150393,-8.145359,1.1959196,-11.300547
66,22578,-16.017134,-5.986366,-2.7665985,24.100904,-11.4306555,15.03676,4.113656,-11.805783,4.3860884,-2.7666693
67,55133,-8.584821,1.4128568,1.0363475,21.836641,-9.910913,-3.5030625,-10.035979,1.1113245,0.72593987,4.18315
68,14679,-12.701927,-5.383995,-0.3204369,4.878313,-0.4692112,4.4806447,-3.2042236,-4.309847,17.170937,-0.62625986
69,39002,1.1786977,-6.303235,21.338543,5.814937,-8.861604,-9.256976,-3.0986795,-0.5527572,2.6397886,-5.727081
70,20094,-10.142155,16.81211,-3.9930558,-3.721731,4.455156,-3.1745374,-2.0135412,3.5284684,1.8480364,-4.858275
71,4929,-3.9045725,-11.464127,-4.376102,2.0524614,5.4138775,-7.428981,-9.385952,7.268619,0.19550529,22.210125
72,39100,-8.280822,-8.816762,0.738211,21.499632,-6.035477,7.415349,-0.5503379,-4.3295827,2.7709315,-5.0371914
73,44804,-4.343597,-6.970476,-6.5531,7.996872,-2.0163255,13.859344,5.7560244,-16.180899,5.260411,2.404505
74,14016,-10.667948,13.663006,-3.081491,-2.16604,5.1248074,-3.869845,-4.2701488,5.4768586,0.60901225,-1.3452785
75,45578,-7.4489727,-3.5138493,-6.584643,-3.8662632,20.147964,-1.9688962,-4.5565834,1.4933436,0.5439464,5.876687
76,46404,-11.901779,-1.2193553,5.7160134,4.100775,-1.0463685,-2.9303248,-12.942488,13.613471,1.6373369,1.1700389
77,42136,14.938928,-6.518485,6.0681195,-3.8519802,-3.3930655,-9.009384,-2.555298,3.1691763,0.45992342,-0.43414015
78,7545,-11.447637,-5.777598,-4.7620473,4.391574,6.359485,-4.8921347,-15.75854,10.197641,4.808518,17.970137
79,48561,-8.387779,-8.511062,-7.9323087,8.169855,-3.0902765,21.461096,-0.37117353,-7.308241,1.0948958,2.8990767
80,50492,19.760874,-5.3762236,4.1198997,-4.3534317,-3.7414734,-8.976058,1.0822414,-1.2346077,0.5711789,-4.125073
81,15716,-8.556541,14.625839,-2.1933508,-4.120065,4.4093904,-5.22766,-3.6586733,4.608021,2.6088712,-3.1581624
82,9969,-8.075783,-5.155987,-4.089007,7.1416993,2.1778598,-5.9697986,-13.7010145,9.752423,0.427784,17.163208
83,17402,-6.7949815,14.13139,-2.1684628,-3.9181979,4.319658,-2.6755424,-1.8718626,0.8146842,1.6152513,-4.5193005
84,1455,-5.937467,-4.1088367,-0.8189059,0.76582605,3.3555694,-9.622295,-13.642285,5.4186587,7.724153,15.192882
85,8275,-4.9844327,12.605267,-1.3913949,-1.7606609,2.4280746,-4.241552,-1.3914255,-0.62229425,2.2169082,-3.4309945
86,48860,-10.197498,14.456007,-2.6166835,-0.62663156,2.537168,-3.2652786,-2.1608498,2.8232658,1.2376715,-3.1685321
87,26688,0.090079695,-7.567484,19.27497,0.63072675,-5.763096,-8.672542,-7.6337757,3.856548,4.777568,-2.0980835
88,38799,-7.8754997,-11.11204,6.7444844,8.305627,-11.203184,-0.06996085,-2.2289186,-6.027187,19.354742,1.3757029
89,19051,-7.244544,11.567635,1.4856683,-2.2409182,2.3285966,-6.2295847,-3.5324755,3.4525163,0.026553899,-0.47002262
90,56903,-6.8518004,16.131733,-4.065465,-3.2484713,2.1516542,-3.9497283,-2.2942266,2.9064324,3.186805,-5.129847
91,5131,20.369337,-8.55209,3.3763645,-4.3896112,-5.276277,-7.762879,4.185207,-6.4655,0.92574537,2.9002872
92,48347,-7.456114,-10.445723,-8.452996,-0.38140273,9.870178,0.9512404,-4.63012,8.547299,-4.6441016,18.054123
93,7324,-9.994547,16.607382,-3.8835397,-3.743896,3.4605637,-2.5379236,-1.499726,3.3509166,1.5005528,-4.3628206
94,46083,1.1683357,-2.145961,20.15296,1.0897189,-2.7999015,-8.020456,-6.070167,0.029364169,4.1971703,-10.8583355
95,7286,19.218536,-4.7609253,1.6574193,-3.9877083,-3.238359,-4.148123,5.0746083,-8.92315,1.5757945,-2.3304715
96,33614,-7.5569606,-6.287122,-0.6870261,-0.64541465,14.362151,-0.60363805,-10.583079,6.282068,-1.4544828,5.221857
97,41602,-11.93935,-5.643953,-3.6520138,7.0839343,-2.9081638,14.218857,-5.9224033,-3.697149,3.555076,6.7820473
98,39009,-7.0064473,2.9849014,-3.6834714,1.1567255,1.161029,-5.01619,-11.626678,19.798449,-4.498171,7.0146046
99,44902,-6.636988,2.055503,21.908995,7.1041613,2.397493,-11.841606,-5.296044,-5.0662684,4.8261847,-11.300803
100,16362,-8.08947,14.368092,-2.2068074,-1.5184019,3.9813209,-4.2975354,-2.1406035,0.88313776,2.214056,-4.347701
101,54624,4.164592,-7.9674683,1.6911063,0.831582,-5.989397,1.4029456,2.190664,-6.298617,15.054782,-5.10085
102,13718,-8.937114,1.0666745,4.1645255,4.6050367,0.31060687,-6.872023,-14.53826,16.994484,-4.1492476,6.608186
103,41357,13.801086,-6.5644445,3.5564864,-6.3993063,1.435321,-9.672745,6.3964953,-7.0294952,3.1444976,-1.2609228
104,3310,-12.873255,0.18884903,-6.1509457,6.4822183,2.2795851,-3.3800898,-11.044129,4.7354274,4.770491,14.86893
105,51102,-8.775872,3.2979999,6.2631254,2.175073,-1.1439778,-6.800509,-8.281447,15.030256,2.293892,-7.298643
106,6414,5.4855695,-2.6196356,16.988043,-4.2347736,-0.81379855,-12.8230915,-7.1874084,5.784328,3.7857769,-7.1076374
107,36878,-6.808515,-7.748782,12.624514,10.268027,-8.950828,-1.7507284,-4.761405,-6.1495233,17.035816,-4.3043375
108,24576,3.938901,-6.3342357,-2.6208167,-5.4611483,2.62315,4.8821826,19.49299,-8.055657,0.41232768,-8.87389
109,46180,-8.923153,-6.0503674,-4.247437,11.815707,-10.14426,19.463007,2.9237595,-3.3764699,-0.20818618,-1.4071815
110,10368,-0.015656441,1.0490437,15.702952,3.6117885,-8.593293,-15.084619,-4.4901147,4.6443715,5.822407,-5.9642854
111,24558,3.0477347,-11.88006,7.3902802,-1.7215905,-2.815104,-1.167608,1.6244456,-3.423714,16.215212,-8.415033
112,59465,-8.118892,2.2624142,-3.0492313,-7.742688,18.195005,-2.492658,0.006444782,-1.8886826,-4.514073,5.9012775
113,44787,-10.885347,6.80245,1.3580418,-1.3407729,2.5483649,-3.1647341,-13.038702,16.223175,-1.8487781,3.6335447
114,28999,-7.0964155,-12.859674,9.342629,8.68946,-5.0708494,-4.8483596,-4.984273,-11.465899,24.029436,2.286901
115,2220,-6.839648,1.7227747,-1.578629,-3.1167533,8.55759,0.6958464,6.599652,-4.0307403,-2.7891874,0.5329863
116,21559,-7.409678,-5.30392,-0.087130114,22.007645,-9.545669,3.7602742,-4.0023804,-3.0221603,1.4400527,0.72856516
117,11825,-12.395693,3.3097079,-8.017039,3.9880216,4.9660745,-4.3437734,-8.522108,6.314026,1.0128285,14.291487
118,12553,16.327457,-9.604517,2.2403803,-8.389569,-2.769213,-1.153331,7.211676,-7.0312195,1.1394143,0.80369824
119,39366,-12.703004,-4.4261694,7.522591,23.985493,-13.946271,5.7128158,-4.1202626,-2.6931536,3.6073577,-4.4043846
120,22805,-1.2036889,-4.5532517,-8.997809,0.1870616,0.18072024,16.911879,3.908727,-10.817485,1.1801047,3.8144312
121,4812,-10.3414345,2.523687,-5.9573655,-1.5955057,15.231679,-1.5273671,-8.3192215,3.777768,0.23115614,5.6661515
122,2178,-0.16397056,-9.151914,-7.09109,-1.0823323,-3.6922612,13.378012,21.153135,-12.8243,3.5882838,-4.4285264
123,19998,-11.423308,2.312455,-4.3086624,-3.6500442,10.505436,-3.1445827,-1.5605991,3.260735,3.964193,3.7692122
124,24253,-11.864283,-6.107006,-4.2551985,-0.05569108,17.2959,4.6729183,-6.2621884,-0.11891812,5.452765,0.14957744
125,39633,-10.013586,-9.212885,-8.162341,3.960101,7.040812,-3.8926504,-14.6178465,9.243831,4.603379,22.062822
126,30183,-8.704017,-2.6604252,-0.59910756,18.921843,-7.1878324,1.2185574,-13.334795,8.09237,-3.764312,6.6413507
127,32507,-3.5124261,8.11937,-7.8090806,-2.9844916,-1.259946,6.0753546,-0.39284614,1.9603949,2.6431177,-2.460668
128,53371,-5.3626323,16.205427,-2.9144452,-2.8078566,2.2362251,-3.1253269,-0.95942485,0.6631833,1.417905,-6.1161623
129,28852,-11.873714,7.240118,1.0589943,3.4185274,-4.6792836,-4.731557,-14.6927595,17.701557,0.2438685,5.280274
130,27145,14.53734,-9.830593,0.3602361,-5.6745987,-5.8267307,0.63843393,1.6917849,-1.3388834,3.1759913,2.092237
131,48065,-7.77057,-4.837073,7.6263046,12.065476,-4.654694,-2.5794613,-11.054318,-1.3375566,8.16266,2.2329497
132,19578,-5.1398854,-7.7045326,-4.2747607,5.046705,-10.926623,18.45118,8.117719,-8.741074,5.676478,-1.1513386
133,23682,-6.8180866,-10.764336,-1.0407596,-3.6341364,7.02771,-2.2614627,-10.220675,9.321667,1.9486674,14.38182
134,55939,-5.2650332,14.029963,-1.1304151,-4.183213,2.8561444,-2.3226502,0.7405404,1.0244603,1.0045139,-7.567167
135,49892,-11.440387,-7.9759073,-4.6567564,5.1599355,-3.3239434,10.268885,-7.5414996,2.6842606,8.398663,8.025555
136,33606,-14.625023,-3.6168938,-2.6426616,1.1086888,11.051638,-2.484923,-11.747667,5.22769,2.4817817,15.741219
137,30996,-3.2832255,12.310608,-2.8092148,-2.4177003,1.1497996,-2.1811225,1.5625709,-0.78769726,1.6143535,-5.383348
138,35694,-6.6336765,-10.259331,-1.3890845,7.650604,-0.7975466,2.718241,-8.827693,-2.0756905,6.9718895,13.196487
139,13354,-5.134236,-3.853025,3.1081247,3.7843583,-3.9599195,-5.527613,5.756894,-11.611375,18.831535,-2.3615336
140,21263,-13.342556,1.5899315,-5.1230083,-7.778862,22.342278,-0.73646,-7.3926744,6.249471,2.7825224,-0.4240294
141,21054,-7.537601,16.369219,-5.400621,-4.1465597,3.3104243,-1.70291,-0.8623214,2.1426098,1.7233213,-5.039353
142,8019,11.569232,-5.202873,-2.3950725,-0.7158141,0.15172192,-5.993605,0.8342798,-0.37632966,-0.9847863,2.7623434
143,24974,-6.989067,14.25036,-4.6865973,-3.23268,2.8597617,-3.1854298,-1.2716004,2.1444044,2.2669895,-3.135946
144,2049,3.134155,-3.4900618,-13.342011,2.599624,-3.0073256,20.604963,5.7579346,-16.527666,2.953258,0.64727396
145,51871,-5.196501,-6.4615254,1.7434528,20.98096,-13.063167,4.737636,2.303093,-7.5420384,3.512091,-3.882215
146,20156,0.86035216,-0.4152624,1.8726631,2.6390862,-5.23845,6.2356744,19.666618,-15.215768,-0.26508734,-12.014744
147,35355,-6.762707,-11.255856,-8.954829,2.2273977,5.5727763,8.264413,-8.617287,1.8259299,0.72597015,16.664068
148,46953,1.0131036,-7.477068,3.3225193,18.11701,-7.0505233,0.7108761,-8.622289,3.878975,-4.3171396,-0.57709926
149,23798,-0.33932257,-2.331174,3.2778192,0.6528166,-1.3876718,-9.120574,-11.422263,17.462809,-4.626156,6.330166
150,10359,-9.72756,-11.497662,1.7241037,6.089187,-7.223758,1.3314092,-3.2641587,-2.2835014,19.60727,2.9273174
151,56826,-17.856207,4.5669847,-7.1876955,-6.792436,22.62789,2.1233053,-11.042257,6.169376,-0.9011494,8.351658
152,23325,-3.629557,-1.789782,13.826719,5.403921,-3.5243688,-4.3805394,-4.651937,4.87861,-1.9911515,-4.992763
153,36681,1.5719787,-7.188247,7.9965043,1.8823355,-5.285176,-6.9259286,-4.2481647,-7.189921,19.369347,-1.9500661
154,26438,16.418335,-7.0106463,0.8593735,-8.683444,-1.3264439,-4.346993,9.257527,-3.4038897,-1.3906893,-0.9380503
155,33052,-12.541764,-5.30906,-4.181165,-0.058537677,10.3542185,-2.473436,-18.551922,7.0728436,6.100279,20.202982
156,5628,-10.818367,-0.912039,5.5846314,6.227546,-2.585442,-1.6077363,-4.1167154,-0.7345746,12.299199,-5.0556545
157,5358,-5.0759363,-4.5916333,-2.5951128,23.610983,-13.475821,4.56366,-6.4991345,1.0630994,-0.2592505,2.405261
158,6210,-10.909687,-0.07390481,-1.0007815,-6.6998396,14.918803,1.364924,0.004875988,0.6283961,-2.41078,3.608307
159,43638,-2.3985746,-9.152579,-7.1303887,2.9852946,-5.3638344,19.502367,6.084256,-2.1404574,1.0794731,-4.760616
160,58600,-8.992279,14.960506,-3.8392525,-3.1601624,4.188614,-4.6051726,-2.3079271,4.314641,1.737868,-3.361969
161,36104,-12.553469,2.8733242,-1.9175315,1.670623,4.5774746,-2.7956884,-18.23965,13.678206,0.29106155,11.298205
162,35989,-10.725138,-3.1625683,-1.2521442,-6.1364994,13.906981,-0.75005555,1.6407017,1.3247609,6.587898,-3.2022433
163,56615,-10.740664,1.0562971,2.8163204,21.072226,-11.433948,2.2803328,-7.700874,4.2020955,-0.95448434,-2.333664
164,14244,-8.6083765,6.1518526,21.030106,3.1739457,-2.3328762,-15.945922,-11.042067,9.474155,-0.12552819,-3.7186308
165,48124,-8.900122,6.0992575,5.7304215,2.1835177,-4.826672,-9.679625,-13.600247,15.198021,1.1956712,5.058568
166,16424,-7.583735,-2.75738,-5.147718,9.892413,-2.9444222,14.779685,2.399041,-11.51194,2.9842482,-1.4305246
167,11746,7.0236707,-4.87815,2.4117694,-7.0275025,1.2383035,-2.0836608,5.0272226,-0.5750086,-0.31626758,-2.248857
168,16155,-8.144105,-1.7899001,-2.515029,-14.1675005,19.946333,-1.49182,-3.591822,0.5386049,14.3398,-4.0808845
169,48881,2.8402245,-6.3671584,8.162541,-1.8898853,-2.6772027,-2.9957635,3.0679646,1.3709824,1.7969118,-7.1966486
170,39375,-3.3475084,2.5262742,-1.315626,-5.869482,16.342922,-4.8283753,-1.4788812,-0.42102832,1.3315904,-4.4395027
171,20290,-10.871217,-3.1992078,-8.552665,-1.3077387,12.957995,0.19103734,-10.837939,4.206244,-0.14473376,18.437672
172,15040,-6.952912,5.97232,16.173086,0.8801971,-1.7606364,-10.8446865,-2.359717,4.003703,-0.59779537,-5.367468
173,59590,2.0377865,-7.3745937,-6.720876,0.72090846,1.8237298,15.385342,2.806728,-13.320721,4.298636,1.0048108
174,23771,-8.905485,-8.687185,1.5474143,0.22281794,3.5361652,-6.54634,-12.7857275,8.099472,5.6111026,15.299432
175,46810,19.293953,-5.8271437,3.6124907,-6.7965155,-5.0530066,-3.9015071,9.716929,-10.346043,-0.45373747,-0.4104895
176,44808,-0.81576097,-3.0739934,-0.48243332,2.1279035,-5.768025,9.53129,18.651804,-16.580313,3.6693668,-9.5493765
177,45992,-9.168617,1.7222819,-0.047452673,4.986339,2.4575667,-6.6664395,-10.593422,11.265013,0.89498687,4.162199
178,41032,0.1636428,-4.372336,-6.8712153,0.57180375,-1.861338,13.845633,2.4858966,-1.6227758,-5.622291,1.0019889
179,28877,-2.765506,12.106149,-1.7529806,-3.8395808,3.4511232,-5.503267,0.10960302,-0.30859357,1.9553229,-4.2257705
180,30487,-7.8407183,4.833846,14.953211,5.7988806,-3.8748822,-10.449554,-11.22771,5.9470134,1.1714925,-1.6787694
181,5273,2.7276134,-6.772469,-3.4132268,-5.644902,0.77115655,5.803448,20.384054,-11.454454,0.6130563,-4.219426
182,28789,-12.883982,-10.706165,-9.4033165,5.459916,6.457812,-2.791703,-20.175333,11.519298,6.8039207,25.605661
183,37208,-2.2275817,-0.7152695,2.135727,-1.0985821,-1.9828469,5.5056095,14.905955,-10.911008,6.547663,-12.523521
184,2006,-7.7870255,-2.674864,-5.9229903,4.44065,3.4722524,-6.106834,-7.461018,4.8881483,2.060485,16.033781
185,7927,-2.8332334,-3.8531265,-8.560678,2.383979,-1.0386068,16.663702,1.6847333,-6.035624,1.848126,-0.36294752
186,23453,4.899757,-7.2096443,-3.4954388,-8.462828,4.035005,1.3849424,21.071077,-5.991321,-1.6306692,-6.484313
187,9925,1.1882237,-10.677684,5.038015,-2.9906285,2.4649389,-1.0413547,-5.400021,-11.250555,22.589489,-3.2901487
188,24682,-9.881178,-0.9649233,2.4582913,-0.50502545,-1.6532764,-0.9223038,-7.7479477,19.887863,-5.1565833,3.2386665
189,15345,-7.0916667,14.272089,-1.4235083,-3.853877,3.228834,-3.5115795,-0.80442214,2.4158514,0.37873426,-4.4784117
190,19914,-8.107447,-0.86438495,-3.7970624,1.9564084,2.5152667,-3.730265,-9.699459,4.277999,5.9437203,10.535818
191,36186,-4.846336,-12.846506,-4.094565,-2.0167048,8.068696,0.28733975,-5.498912,2.1471012,-1.3670684,20.506094
192,7906,-11.097523,4.7678056,5.6068263,6.091886,-5.004765,-7.9271097,-15.513764,18.412628,-2.1033306,6.715409
193,1132,-6.90031,14.731934,-3.357297,-2.2779605,2.3044744,-4.3461804,-2.331223,2.1438496,2.963218,-4.2263207
194,56006,-11.375259,2.0791583,2.0440085,12.104136,-0.22105321,2.766381,-5.7585006,-2.0606554,-0.11169228,-1.5808783
195,51194,0.4534445,-7.38048,-3.7175303,3.10132,2.9363923,0.48886597,-10.511979,1.5094504,1.8012701,11.332712
196,3420,-6.695704,-10.603662,5.7590647,4.3700657,-1.7835408,-2.8231306,2.512106,-17.031006,27.006348,-1.6281579
197,13347,11.291264,-7.2675853,1.025568,-1.7036759,-3.6116164,-3.1034322,5.043402,-1.401473,1.2082571,-3.1489644
198,19208,1.86174,-2.7749326,1.7522655,-2.9373138,-2.9394937,4.2926955,17.181662,-12.313775,4.241607,-9.572273
199,31572,0.24544898,-0.7439472,-1.4839821,0.14893334,-4.341199,8.795818,21.723705,-12.102834,-0.025509745,-13.380869
200,13854,8.427393,-3.2112412,-5.597867,-3.5728152,-4.5820155,7.662905,12.762097,-9.581662,1.5140165,-4.0553617
201,53916,19.19286,-6.6376004,2.7593238,-7.389203,-4.9891863,-8.084171,4.0296683,0.97744733,1.991592,-2.1351202
202,5208,-11.750699,0.6704803,-5.112141,-1.8893175,6.3888407,0.39518142,-6.9394393,2.728182,1.1814998,15.151245
203,31257,-4.7541785,-0.41066903,-0.29768914,4.462509,-1.3099377,-4.4726286,-11.162219,13.67619,-2.037125,4.7999463
204,35459,-8.605665,-3.6429987,-1.2907052,23.174288,-8.706805,1.5153718,-12.076171,3.4517143,0.3902785,4.4145355
205,3611,-7.328431,-3.520155,1.5874492,-3.7881727,13.135934,1.0181351,-3.6406813,2.5751836,-3.2860963,1.8613133
206,19572,-11.25306,6.9376698,0.63555473,5.43298,-3.7672362,-9.790828,-11.335438,15.3917,1.4504949,5.3105993
207,38094,-2.0985742,7.599004,11.895444,0.48050898,-7.9350867,-8.238973,-0.85050356,0.2955535,3.6217039,-6.6921363
208,20450,-9.593718,-9.026398,-3.114345,2.5457122,6.995639,-8.627803,-14.893271,4.75494,10.670992,20.0087
209,25864,-15.641177,16.060701,-0.6745902,-1.9530001,5.1008735,-3.3179567,-4.0289116,2.8455706,0.98067486,-0.8339003
210,26059,-9.495247,15.829398,-1.6971703,-3.18883,3.304446,-6.208343,-2.6665368,4.695202,3.0782537,-4.345332
