x1,x2
-13.979072,11.797384
2.4365966,-7.9889865
10.018941,-19.159279
2.7279007,-13.759339
3.5322633,-20.10562
8.682425,-12.63677
3.5961337,-13.025593
3.5974994,-21.490604
10.179781,-15.582691
1.209979,-11.031309
-0.37722915,-13.399418
0.5756058,-11.677994
6.043166,-15.8410845
5.5516405,-16.255566
3.5017729,-14.513236
0.8399865,-7.247144
7.5728784,-11.763315
9.808573,6.4378457
4.904865,-20.456966
4.6203,-20.636372
2.4129217,-9.750972
-0.7036012,-20.14338
0.5922891,-10.475788
3.7970057,-19.519354
-6.3008924,9.004026
16.186907,5.9950614
1.4010229,-19.23052
-0.4239895,-13.677305
-2.2886631,-18.191765
3.145992,-4.844059
-33.013927,0.17981084
5.326443,-14.704758
2.8281205,-19.97063
3.3105724,-18.992855
-0.9840551,-17.16843
3.5095031,-7.5643506
3.204178,-21.744053
2.7920194,-8.897795
2.5765443,-13.545036
6.265273,-11.7264
6.3291545,-12.570468
7.518425,2.1389456
1.3920263,-15.77063
-3.4155524,-8.426126
0.92743367,-5.4698834
-5.7149577,7.7250485
6.36777,-16.572128
10.047309,-19.162434
-0.57025605,-18.456026
-2.3668516,-1.4805998
1.8640418,-20.692982
3.47576,-7.007805
2.81231,-7.1444945
-0.8232705,-20.17374
35.164227,-1.8494195
3.8740556,-14.821687
8.58987,-15.864541
7.3403053,-19.716452
-3.024118,-17.60031
3.0563745,-4.5336285
3.1152241,-16.71448
-8.066177,-21.181377
7.7904873,-9.134262
-6.2509613,9.001087
1.9275947,-15.331063
5.6861634,-13.855879
0.73915017,-11.636702
0.6306283,-5.4550304
6.237284,-17.015196
15.691813,23.500053
6.690974,-12.446494
2.5539186,-20.827991
2.2112443,-8.033928
4.3579636,-8.042062
7.155645,-19.75102
2.9823008,-18.72015
2.9408174,-10.758127
2.3287673,-3.7162771
5.206264,-19.0542
11.089327,-11.118686
-3.1831162,-17.547422
2.0414917,-18.085163
-0.36459857,-17.499458
7.5390873,-19.94779
8.783235,-15.676982
-9.7216215,-7.2320404
3.138064,-16.75085
3.2692816,-13.3198805
-0.47982708,-13.969404
6.5093594,-18.316887
9.451598,-14.98016
5.8093534,-16.068384
-5.087851,-9.504148
-11.923653,3.931017
6.7409754,-17.365608
-21.97782,-11.588405
-0.8706593,1.575952
2.6781826,-20.08073
8.022208,2.3666694
2.0063617,-10.735883
3.0108142,-10.5308075
4.3232427,-21.110025
4.989866,-15.535324
4.780459,-18.35242
18.238153,3.613275
16.671495,-2.7246957
17.58372,0.78746116
19.368929,3.237033
15.002209,1.1044343
19.772158,6.6453104
11.907049,-7.7391343
12.052657,-5.240646
12.800415,6.369323
11.197117,-2.8444152
11.461055,7.9740686
13.924765,3.3396301
15.920758,-0.38111964
13.645799,-1.8419095
19.42872,4.5896807
-4.8422956,-10.239681
14.563064,-1.561321
12.373369,5.0968165
14.429637,-2.5701668
11.266056,-9.610659
14.465655,6.377954
11.777003,2.1968484
14.431973,-4.5512285
10.839627,5.948438
7.9076934,15.363761
10.143668,3.9161863
18.984066,6.39144
16.117416,3.4844215
13.289025,-3.108659
11.273702,-3.1164129
12.271249,0.8725925
15.121691,-4.124109
15.314238,1.4025459
11.403944,1.0073464
15.919964,-3.1620088
6.343879,-1.1668131
14.624602,-1.5337209
18.348614,-0.07278404
9.755094,-4.082885
15.411972,3.0358315
12.576547,2.3021748
20.839857,3.4565706
17.45417,6.174464
12.039038,0.26738694
11.114143,1.9026349
13.981228,3.419848
13.848001,4.0828004
11.534588,5.520892
14.492302,0.17403658
-17.688673,-20.340464
17.453705,6.592649
7.747505,17.137178
10.242573,0.77103764
11.925184,-7.7058945
11.985014,1.7325704
-23.62878,-9.647099
9.534076,3.7607057
11.967822,-5.1656523
16.076193,1.805172
12.801763,0.13633378
12.600253,7.9235682
9.482503,3.871414
12.7545,6.961251
11.957787,3.0521445
11.793666,-0.24587534
-3.5879898,5.661121
10.838645,-0.53102124
9.449561,3.4133248
16.81308,-2.157454
17.498804,5.994263
12.260456,4.8873005
14.539371,3.0139456
9.775938,-0.75776416
11.77924,1.1551422
16.97871,-1.5795995
20.147057,2.1054096
18.278177,6.092989
-2.9242146,6.93024
9.725904,1.0082946
18.198368,2.6800718
12.936237,-4.5217648
19.311249,2.8894877
9.551077,-0.68099123
9.954363,-1.2215356
14.459052,-4.6425557
9.969982,2.029427
9.243089,-2.085383
19.792692,5.294608
8.370571,5.5477176
11.402634,8.010284
14.144658,-3.4153702
13.983938,-2.8892686
10.342236,-1.8848215
11.171455,-9.442966
17.36868,0.70885646
19.176119,4.6959167
8.015844,14.857434
10.962626,0.64559734
19.544643,4.7060614
10.059051,6.2861094
15.736443,3.4078767
-31.979818,-11.763115
-40.6098,-8.400848
-23.918364,-14.910787
-36.26149,-6.7283306
-24.545034,-14.187915
-35.710308,-7.1415095
-6.9702353,-3.5227482
-24.949875,-12.888364
-28.411894,-11.662121
-12.719897,-18.087112
-39.0177,-9.386676
-16.748737,8.315233
-23.351334,-14.481595
-25.655329,-12.126799
-15.285993,-15.599957
-37.20156,-7.1180234
-37.145027,-5.226023
-38.6282,-3.1229846
-9.802174,-16.438284
-26.79116,-10.52037
-37.41071,-9.831642
-15.959737,-16.072096
-22.572945,-16.377304
-23.9975,-13.301035
-23.127249,-15.323874
-35.501034,-4.776924
-15.76815,-16.5544
-33.81819,-7.1952662
-25.626665,-16.24808
-17.882856,-11.043253
-15.784459,9.1050205
-28.889862,-12.934092
-36.114773,-5.6505146
-38.024273,-4.1957664
-23.164244,-16.795496
-38.807392,-7.0690246
-25.10982,-10.607033
-23.835644,-12.407988
-34.130276,-9.886675
-26.449223,-10.704404
-23.128183,-14.5180855
-38.388496,-1.040168
-26.011518,-12.379043
-15.125781,-16.526226
-40.61741,-8.376267
-22.994108,-14.023149
-22.6264,-15.591018
-9.553327,-16.217123
-29.106314,-3.8596287
-23.344675,-12.13001
-16.438988,4.8453603
-21.53445,-13.976839
-38.05833,-7.337605
-28.286617,-13.599067
-9.933656,9.174156
-13.534299,-17.47542
-11.871782,-15.780712
-33.422836,-11.6437025
-28.086668,-12.408965
-26.725288,-16.246819
-27.704317,-15.37538
-21.21197,-15.758716
-39.753906,-7.2355833
-38.315853,-7.623997
-37.713825,-6.110444
-36.506496,-8.711221
-13.882705,-17.5371
-20.31469,4.4426847
-13.083474,4.920949
-27.278814,-17.074333
-18.003412,-11.712047
-28.940508,-11.45713
-27.906696,-2.3676577
-21.287016,-14.020373
-37.396038,-10.20832
-36.09239,-4.1002884
-26.950853,-16.802395
-19.99755,4.2140174
-28.297295,-12.015776
-20.152634,4.1608825
-16.974371,-16.988655
-12.432741,-17.073097
-15.995512,-16.792562
-38.46948,-6.6375523
-26.055096,-12.612904
-26.71479,-3.9434776
-36.145527,-4.924558
-22.686806,-16.559116
-12.565003,-17.149916
-27.689806,-12.501806
-34.347816,-7.8965435
-17.089218,-11.483998
-11.637766,-15.83051
-26.166101,-16.419212
-39.24006,-5.7542567
-34.54065,-8.3919735
-38.24646,-0.83390343
-37.491276,-4.6768923
20.26811,-8.617214
2.2390904,2.367863
21.241802,0.3173004
-9.895908,14.541332
-3.6028297,9.983776
21.32976,-3.0835156
23.958128,0.2572795
3.035703,2.8883672
0.36415347,3.3811738
19.990765,-2.8325946
21.905544,-0.9514487
17.791458,12.554567
3.5538118,2.4822452
4.244856,4.4405713
24.644215,-1.1713302
21.410875,0.30753908
-0.5944924,4.2477317
4.9055448,2.49569
-9.156514,-22.69031
4.59882,23.788235
21.76903,-7.206684
0.9378815,4.1832795
21.144342,-6.91833
24.22738,6.82421
21.863556,-7.13936
15.973935,19.2134
-9.262358,-21.956154
0.9328263,1.2556798
22.08274,0.5978532
22.02427,3.1451602
-5.113905,13.091908
21.423458,-6.770789
22.878567,-4.356938
23.839323,6.7571273
18.184368,-8.027411
-13.010505,-22.970018
21.363167,-4.660747
23.169859,6.443091
-0.8166556,4.100609
21.988628,-0.191288
19.56853,-2.7414048
23.418074,-3.9069357
18.846487,-10.585982
-9.548769,-21.82244
1.2918775,5.325154
18.568481,2.1411462
4.086264,4.1379843
0.55553573,1.7151884
15.535377,-8.247958
3.6397474,2.4760983
26.723848,8.83322
-6.9698477,15.244887
18.949987,-10.3713875
19.498913,-5.655905
22.652021,5.7670774
3.801846,5.1866336
18.488312,3.0073628
0.26527706,2.723416
23.466702,-1.8529783
22.814821,-2.7965224
1.299147,5.414379
2.3418236,1.8654293
22.910625,2.4963982
3.6046298,5.2098665
4.361868,0.91229635
24.64043,-1.221708
0.86228657,1.3251355
21.918653,-4.9443283
6.6521525,-1.1984725
3.3749523,1.7292869
20.46466,-1.6798775
-3.9768972,11.196922
21.214293,-3.2913194
16.889612,-5.69902
18.899952,-7.612258
17.247946,-5.638443
0.21611649,2.638052
1.9024478,2.7408037
-13.016446,-22.963343
24.319729,-3.504632
24.029108,6.7786827
21.401909,-4.798599
23.54094,-5.5721073
17.090084,-5.4803405
22.88403,2.5368607
23.814081,-0.8040434
22.946703,1.2974849
22.402641,-0.3329476
18.003204,-4.3739457
18.674139,20.601265
22.585888,26.237247
24.79179,21.790247
19.806215,26.959274
20.082735,25.016981
24.532532,22.003242
23.059622,28.273514
18.500132,20.956968
22.439453,20.886105
21.723063,19.917992
24.560184,21.105183
19.977043,23.834803
18.560757,25.850769
17.920149,13.852239
17.94058,23.91993
19.522097,26.363733
19.134666,18.594242
23.038027,20.969643
23.292482,26.113844
22.112745,26.691004
19.487661,23.173256
17.89099,13.729529
15.469965,12.8866005
-38.681755,-1.5494535
18.378847,19.010489
18.552938,21.613424
24.969128,23.35284
20.683365,16.38593
26.160799,21.940838
25.608625,18.016201
23.96627,26.834105
16.185133,19.62803
14.643571,15.725283
22.613838,28.223019
15.938994,15.98021
20.117844,16.209948
14.169603,14.48013
15.255055,13.010151
22.172152,28.034554
25.06537,21.97385
23.964495,20.461346
21.80338,26.996973
15.360224,14.745445
25.474226,17.8881
14.205209,16.102758
17.51859,22.428099
23.23214,21.264004
20.935328,22.328976
15.988305,22.881311
20.220068,16.211794
21.916485,17.528496
16.298683,19.781807
18.29066,15.870746
28.619287,15.981887
20.514305,18.625677
18.831202,23.7972
14.96176,13.145895
25.16862,21.012556
19.429941,19.940235
19.01424,18.190937
15.62122,16.063658
14.961695,14.967386
22.63484,22.624798
20.462465,18.628233
14.812432,-11.845823
19.25268,22.884562
17.680243,21.035374
22.092258,25.419481
22.447422,21.292248
18.956875,19.574432
15.6937275,22.623627
19.803892,16.986052
24.172752,18.965397
23.764917,22.386488
23.763607,19.002043
16.11194,22.95262
15.575418,-11.861244
18.133232,16.019773
14.850669,16.2982
22.934399,18.02786
26.672407,16.604567
16.683744,20.58747
17.226267,13.225885
21.269997,18.738815
19.964607,27.305744
18.296778,17.03327
23.052698,21.30509
19.52511,24.335407
14.640275,13.334993
28.688879,16.263645
26.5389,16.703163
23.641287,18.869719
14.669941,-11.81219
19.692226,24.479687
22.397816,19.39118
-21.011652,-5.3750243
-8.662742,-12.0787945
-10.712119,-9.723073
-30.522224,2.6868083
-15.718682,-4.689317
-10.750219,-12.673105
-13.441425,-4.7217474
-19.08447,-13.715978
-12.050817,-6.0394464
-11.083792,-10.926522
-11.412714,-6.6195035
-16.773949,-4.9899993
-14.022656,-8.325742
-17.010092,-5.328657
-26.710829,4.45984
-19.289555,-2.433038
-22.61345,-4.495471
-7.3785095,-9.043175
-11.119173,-10.37128
-10.597089,-12.136482
-18.468594,-14.172218
-27.649841,4.805374
-30.296478,2.5175388
-10.47876,-7.1481795
-29.267483,0.087115735
-16.412094,-6.8614435
-21.174915,-5.1249967
-15.473756,-5.073755
-16.2839,-2.9831862
-16.431856,-5.218313
-10.694416,-9.757155
-19.690939,-4.059792
-17.607103,-6.8757167
-15.957017,-6.5168953
-16.243498,-3.1111887
-19.32842,-3.0210242
-16.261683,-8.018937
-7.0134907,-9.1533575
-17.199888,-4.78471
-21.823421,-3.4304101
-16.599485,4.2601337
-17.189909,-6.2375154
-9.742202,-9.9040165
-6.0673275,-8.990538
-20.084019,-6.5361867
-12.455913,-12.861071
-29.159075,1.6482975
-11.345483,-13.10283
-6.9376893,-6.3009653
-26.924242,4.709379
-12.071666,-5.6188545
-16.625574,-4.314498
-7.9409437,-8.793162
-12.311932,-5.4624295
-26.600554,2.9844115
-16.74961,3.4445524
-14.203001,-8.417763
-18.010698,-4.150576
-6.4140573,-8.67373
-9.840725,-12.751893
-13.294902,-2.3184936
-12.672841,-8.390488
-10.266598,-10.472307
-18.595901,-5.64797
-14.758133,-5.7872
-10.400991,-12.4591875
-29.32823,0.29577726
-29.86311,-0.803583
-21.87593,-3.5083778
-30.259727,3.620476
-19.824295,-7.608842
-11.163427,-12.268139
-18.850994,-13.715473
-18.578964,-6.9495063
-29.20664,1.7028624
-9.157021,-10.84084
-8.607166,-11.0081625
-20.331314,-3.8353257
-12.091815,-13.044567
-28.55427,5.0706835
-19.958181,-4.4951634
-29.28115,1.5181134
-12.96294,-6.713099
-10.554294,-11.20164
-14.586024,-4.7501917
-14.135559,6.1948752
-20.573797,-5.602548
-15.014194,-7.406418
-16.11468,-7.0078673
-29.844206,4.8492737
-30.89412,2.8708925
-1.88609,-5.365445
-10.4396715,1.7765622
-19.820541,-7.8287654
-5.060331,-8.597284
-10.672089,-9.336035
-16.5058,-7.82604
-14.834906,-4.6833944
-29.15815,-6.9173265
-13.818292,-8.074032
-18.694017,-6.5472083
-32.313236,-7.3388343
2.46331,-0.24235156
-1.2351696,15.220608
7.8665137,17.893162
-0.28453404,11.265372
6.594051,16.801466
12.301972,-0.93174034
3.3555717,10.706006
3.6037998,19.613317
0.45439002,-1.893207
5.123416,17.856703
5.3697968,19.623434
-0.30661133,17.36023
-15.972016,-0.514343
-0.688395,19.074432
2.6355555,10.671094
-23.209686,-6.110771
5.5027833,18.277678
8.614165,12.30846
0.06780942,10.884296
-0.07802172,9.727995
4.7876744,11.541542
0.66425973,16.780516
3.933914,11.339946
-2.29558,15.917271
-1.6457336,16.27101
3.7836215,14.103419
-14.060626,-14.44103
12.121608,9.548971
6.087489,19.408957
3.1360784,17.12803
33.22991,11.2756405
1.6221522,20.781536
-2.160718,18.159597
4.046232,11.802175
4.318065,19.724365
4.2368417,20.94866
2.1369667,15.424511
-1.7626686,-8.263453
-4.1358256,15.156303
0.50304264,12.039992
2.3114412,9.365589
2.5532238,10.448802
21.643583,4.015745
3.0972638,15.507657
5.764418,10.108847
-0.7540709,9.511595
-2.1259713,14.398958
0.044638254,16.466908
2.0966196,18.570745
-0.4883578,15.093853
30.963377,3.5650716
-4.2960997,14.9732
6.5397897,18.979242
2.1210027,18.106554
16.108833,8.67514
4.9009757,14.258993
2.8230917,16.903856
1.2351173,8.885313
-1.0517303,-3.1886308
3.4296794,15.960422
-0.52039504,18.156622
4.3080177,21.111526
4.0343738,-6.372428
0.61402774,12.00409
5.1953034,16.332552
2.9433382,18.30656
6.1334724,13.807797
3.6222258,10.774281
4.28943,16.714504
1.0765005,12.11286
7.03345,20.400976
2.4821858,20.183151
12.580275,8.376155
7.1009173,20.645874
31.129307,11.224136
20.802101,4.9485846
-4.4830284,12.92839
1.1650635,8.519916
4.9188194,17.841335
1.8288394,15.707761
2.00384,10.236222
15.186467,-8.272326
0.46274978,14.580186
19.222902,-0.31358033
-1.8319988,18.611238
6.1096277,14.001783
9.554805,-4.4815464
-1.193907,15.124173
6.702511,15.74522
-16.104563,-0.20825414
4.221295,19.410118
4.725773,14.782984
24.863321,3.0316029
14.786751,19.674015
6.4101477,17.01652
14.892967,-8.324754
-0.027095445,10.093635
-28.551016,-7.1370816
-33.23367,-5.1290092
-25.106106,-2.7955062
-16.38685,9.809277
-21.072279,-0.054416917
-32.758896,-7.1513386
-34.097843,-5.6295786
-19.748974,-9.951727
-24.804544,-0.4057107
-32.65528,-8.452718
-26.130718,-0.842602
-29.530762,-8.861742
-25.222801,-1.321294
-30.736237,-7.9551945
-32.224133,-7.6871343
-35.66607,-3.5312142
-21.518171,-9.269008
-35.3132,-2.9224894
-35.752575,-12.568924
-25.031096,-6.3211727
-29.69849,-7.40014
-31.800493,-5.13488
-21.590977,-0.35319662
-23.090345,-7.72383
-31.239405,-3.1397686
-22.896307,-7.8519106
-24.65027,-8.466661
-15.841612,-12.370724
-24.331114,-11.4799385
-23.767557,-1.1248705
-8.225615,-12.2672
-17.017986,-11.087425
-24.566574,-6.208286
-32.139915,-1.7874951
-29.434351,-6.1820006
-12.141339,-13.822041
-20.339493,-9.627034
-34.703445,-11.912624
-11.102127,-14.275275
15.066156,9.306853
-29.722532,-7.9814377
-4.996959,12.690783
-26.47109,-6.796015
-25.305536,-8.655974
-33.094944,-6.2832994
-30.53478,-6.6094947
-22.503824,-1.1063156
-20.996403,-9.37793
-24.248842,-5.6944284
-24.387842,-2.4345179
-24.219595,-6.9123
-33.97765,-5.4502025
-32.476467,-4.514855
-31.558168,-8.910205
-29.022825,-3.8465726
-22.864523,-1.4833245
-18.659018,-10.457696
-19.706144,-8.653769
-30.920605,-8.621542
-26.45542,-9.201802
-31.447205,-5.610769
-33.408623,-4.6117887
-28.579254,-8.657209
-20.95836,-9.557375
-24.346712,-0.68889534
-18.461702,-10.388265
-25.498293,-8.069177
-17.710924,-9.97203
-12.084322,-11.249333
-35.943035,-2.5856974
-25.518696,-7.727465
-24.785137,-10.572148
-13.367993,-13.180294
-17.206558,-9.085102
-31.429003,-2.670914
-23.997864,-5.2763906
-25.55896,-6.271216
-33.040367,-0.39528242
-32.068127,-2.3522446
-32.303253,-11.704874
-34.403564,-11.343572
-25.557213,-3.3382764
-20.237831,3.3514988
-24.774973,-6.5542493
-33.640656,-3.4926877
-27.133007,-7.4895954
-27.025177,-6.369421
-34.57054,-10.628868
-29.908056,-6.5037475
-28.700884,-10.05148
-22.289694,-8.446566
-31.92539,-3.8048353
-35.761475,-2.788746
-34.782352,-11.421255
-26.157892,-6.767276
-35.36883,-12.050308
-35.229717,-10.387899
-12.485795,-14.191841
-30.619495,-6.208299
-23.545189,-2.028353
